FID,lat,long,Time ,Speed,Road Width,FFS,Area Type,HGV_r,LGV_r,areaNum,Car,2-w,3-w,bus,light commercial vehicle,Car / Jeep (Commercial Yellow plate),sumVehicle,minibus,heavy commercial vehicles,Others
11,28.597428999999998,77.255849,09:10:00,32.4666666666667,14,39,Core,1,1,0,137,87,44,11,1,0,289,0,2,7
11,28.597428999999998,77.255849,09:15:00,34.3764705882353,14,39,Core,1,1,0,140,112,48,11,0,3,319,1,1,3
11,28.597428999999998,77.255849,09:20:00,35.064,14,39,Core,1,1,0,133,81,46,11,1,1,279,1,2,3
11,28.597428999999998,77.255849,09:25:00,25.4086956521739,14,39,Core,1,1,0,147,107,46,17,1,0,322,0,2,2
11,28.597428999999998,77.255849,09:30:00,29.715254237288104,14,39,Core,1,1,0,174,98,60,7,1,0,346,0,3,3
11,28.597428999999998,77.255849,09:35:00,27.39375,14,39,Core,1,1,0,165,103,63,7,3,1,350,1,3,4
11,28.597428999999998,77.255849,09:40:00,27.39375,14,39,Core,1,1,0,145,115,41,18,0,1,327,0,0,7
11,28.597428999999998,77.255849,09:45:00,29.22,14,39,Core,1,1,0,162,115,58,11,1,2,359,2,3,5
11,28.597428999999998,77.255849,09:50:00,30.2275862068965,14,39,Core,1,1,0,163,104,67,17,0,1,358,0,6,0
11,28.597428999999998,77.255849,09:55:00,29.715254237288104,14,39,Core,1,1,0,131,105,59,15,3,0,317,0,2,2
11,28.597428999999998,77.255849,10:00:00,25.4086956521739,14,39,Core,1,1,0,177,104,68,15,3,1,378,1,4,5
11,28.597428999999998,77.255849,10:05:00,27.8285714285714,14,39,Core,1,1,0,153,122,75,10,2,0,368,2,1,3
11,28.597428999999998,77.255849,10:10:00,30.2275862068965,14,39,Core,1,1,0,171,110,58,7,2,2,355,2,2,1
11,28.597428999999998,77.255849,10:15:00,23.6918918918919,14,39,Core,1,1,0,143,106,94,8,2,4,365,1,6,1
11,28.597428999999998,77.255849,10:20:00,20.151724137931,14,39,Core,1,1,0,178,124,63,7,4,4,389,0,6,3
11,28.597428999999998,77.255849,10:25:00,25.0457142857143,14,39,Core,1,1,0,149,112,65,11,3,1,349,2,3,3
11,28.597428999999998,77.255849,10:30:00,19.9227272727273,14,39,Core,1,1,0,183,140,94,8,1,1,432,1,2,2
11,28.597428999999998,77.255849,10:35:00,27.39375,14,39,Core,1,1,0,163,97,72,14,0,3,354,0,3,2
11,28.597428999999998,77.255849,10:40:00,19.48,14,39,Core,1,1,0,188,117,87,16,4,4,421,0,4,1
11,28.597428999999998,77.255849,10:45:00,17.8897959183673,14,39,Core,1,1,0,140,101,65,12,3,0,331,2,4,4
11,28.597428999999998,77.255849,10:50:00,16.385046728972,14,39,Core,1,1,0,156,120,82,15,3,5,383,0,0,2
11,28.597428999999998,77.255849,10:55:00,16.6971428571429,14,39,Core,1,1,0,176,90,74,12,3,1,360,0,2,2
11,28.597428999999998,77.255849,11:00:00,20.871428571428602,14,39,Core,1,0,0,157,105,82,10,11,6,376,1,3,1
11,28.597428999999998,77.255849,11:05:00,14.370491803278698,14,39,Core,1,0,0,178,100,80,11,8,4,386,1,4,0
11,28.597428999999998,77.255849,11:10:00,11.310967741935501,14,39,Core,1,0,0,137,87,72,11,9,3,329,0,9,1
11,28.597428999999998,77.255849,11:15:00,7.46042553191489,14,39,Core,1,0,0,170,102,87,11,8,5,390,1,6,0
11,28.597428999999998,77.255849,11:20:00,8.19252336448598,14,39,Core,1,0,0,158,90,48,5,15,6,336,1,11,2
11,28.597428999999998,77.255849,11:25:00,8.19252336448598,14,39,Core,1,0,0,175,112,89,10,18,2,424,0,18,0
11,28.597428999999998,77.255849,11:30:00,8.42884615384615,14,39,Core,1,0,0,163,126,86,12,16,5,418,1,7,2
11,28.597428999999998,77.255849,11:35:00,9.227368421052631,14,39,Core,1,0,0,138,76,89,12,19,2,352,0,14,2
11,28.597428999999998,77.255849,11:40:00,8.51067961165049,14,39,Core,1,0,0,146,110,103,13,20,6,413,5,10,0
11,28.597428999999998,77.255849,11:50:00,7.655895196506551,14,39,Core,1,0,0,158,126,95,6,32,9,441,0,10,5
11,28.597428999999998,77.255849,11:55:00,7.72334801762115,14,39,Core,1,0,0,151,123,88,6,22,11,413,1,10,1
11,28.597428999999998,77.255849,12:00:00,6.42197802197802,14,39,Core,1,0,0,148,126,73,6,30,11,417,0,20,3
11,28.597428999999998,77.255849,12:05:00,7.62260869565217,14,39,Core,1,0,0,138,112,85,8,28,11,404,0,19,3
11,28.597428999999998,77.255849,12:10:00,7.366386554621849,14,39,Core,1,0,0,159,91,68,6,33,7,377,0,8,5
11,28.597428999999998,77.255849,12:15:00,7.9330316742081495,14,39,Core,1,0,0,134,118,65,7,32,11,396,1,24,4
11,28.597428999999998,77.255849,12:20:00,7.42881355932203,14,39,Core,1,0,0,129,119,83,12,27,6,400,0,20,4
11,28.597428999999998,77.255849,12:25:00,8.15441860465116,14,39,Core,1,0,0,133,109,120,8,27,6,420,0,16,1
11,28.597428999999998,77.255849,12:30:00,7.2746887966805005,14,39,Core,1,0,0,140,128,76,7,26,10,408,1,18,2
11,28.597428999999998,77.255849,12:35:00,7.2746887966805005,14,39,Core,1,0,0,127,90,104,13,28,11,393,0,18,2
11,28.597428999999998,77.255849,12:40:00,6.8217898832684805,14,39,Core,1,0,0,148,132,99,6,32,13,446,0,16,0
11,28.597428999999998,77.255849,12:45:00,7.9330316742081495,14,39,Core,1,0,0,162,136,104,3,30,12,459,0,11,1
11,28.597428999999998,77.255849,12:50:00,7.96909090909091,14,39,Core,1,0,0,127,126,109,10,21,14,426,0,13,6
11,28.597428999999998,77.255849,12:55:00,11.0962025316456,14,39,Core,1,0,0,157,136,77,13,32,7,434,1,10,1
11,28.597428999999998,77.255849,13:00:00,11.0264150943396,14,39,Core,1,0,0,197,138,115,5,37,11,526,1,21,1
11,28.597428999999998,77.255849,13:10:00,11.4588235294118,14,39,Core,1,0,0,213,125,144,7,24,12,545,3,14,3
11,28.597428999999998,77.255849,13:15:00,9.68618784530387,14,39,Core,1,0,0,195,150,111,6,42,9,532,1,15,3
11,28.597428999999998,77.255849,13:20:00,12.008219178082198,14,39,Core,1,0,0,190,128,111,8,27,13,497,0,20,0
11,28.597428999999998,77.255849,13:25:00,10.4982035928144,14,39,Core,1,0,0,186,138,136,9,50,7,541,0,11,4
11,28.597428999999998,77.255849,13:30:00,9.4258064516129,14,39,Core,1,0,0,190,146,109,15,31,7,513,4,8,3
11,28.597428999999998,77.255849,13:35:00,10.7558282208589,14,39,Core,1,0,0,186,131,104,12,32,11,489,0,9,4
11,28.597428999999998,77.255849,13:40:00,7.75752212389381,14,39,Core,1,0,0,211,146,83,10,20,8,495,1,13,3
11,28.597428999999998,77.255849,13:45:00,7.75752212389381,14,39,Core,1,0,0,166,98,57,7,23,10,379,1,15,2
11,28.597428999999998,77.255849,13:50:00,8.07926267281106,14,39,Core,1,0,0,152,90,66,11,23,8,365,1,14,0
11,28.597428999999998,77.255849,13:55:00,10.193023255814,14,39,Core,1,0,0,173,125,103,15,28,9,465,2,8,2
11,28.597428999999998,77.255849,14:00:00,11.166878980891699,14,39,Core,1,0,0,180,104,95,9,30,12,447,0,14,3
12,28.631999999999998,77.24091,08:10:00,44.576470588235296,12,50,Core,1,1,0,18,14,14,3,0,0,55,0,0,6
12,28.631999999999998,77.24091,08:15:00,39.8842105263158,12,50,Core,1,1,0,22,8,20,7,0,0,61,0,0,4
12,28.631999999999998,77.24091,08:20:00,40.9621621621622,12,50,Core,1,1,0,15,22,7,10,0,0,58,1,0,3
12,28.631999999999998,77.24091,08:25:00,40.9621621621622,12,50,Core,1,1,0,18,14,6,4,0,0,49,0,0,7
12,28.631999999999998,77.24091,08:30:00,37.89,12,50,Core,1,1,0,19,19,20,15,0,0,75,1,0,1
12,28.631999999999998,77.24091,08:35:00,39.8842105263158,12,50,Core,1,1,0,22,21,11,7,0,2,68,0,0,5
12,28.631999999999998,77.24091,08:40:00,38.8615384615385,12,50,Core,1,1,0,24,13,16,4,1,0,61,0,0,3
12,28.631999999999998,77.24091,08:45:00,37.89,12,50,Core,1,1,0,14,11,10,10,0,2,55,0,0,8
12,28.631999999999998,77.24091,08:50:00,37.89,12,50,Core,1,1,0,27,22,12,8,0,0,78,2,0,7
12,28.631999999999998,77.24091,08:55:00,36.9658536585366,12,50,Core,1,1,0,25,14,6,7,0,0,55,0,0,3
12,28.631999999999998,77.24091,09:00:00,36.085714285714296,12,50,Core,1,1,0,29,23,16,8,0,0,86,1,0,9
12,28.631999999999998,77.24091,09:05:00,36.085714285714296,12,50,Core,1,1,0,32,21,15,8,2,0,85,0,0,7
12,28.631999999999998,77.24091,09:10:00,34.4454545454545,12,50,Core,1,1,0,38,25,16,9,0,0,96,0,0,8
12,28.631999999999998,77.24091,09:15:00,33.68,12,50,Core,1,1,0,47,34,31,17,0,0,139,1,0,9
12,28.631999999999998,77.24091,09:20:00,32.9478260869565,12,50,Core,1,1,0,25,41,10,1,0,0,84,0,0,7
12,28.631999999999998,77.24091,09:25:00,34.4454545454545,12,50,Core,1,1,0,21,16,17,5,0,0,70,0,0,11
12,28.631999999999998,77.24091,09:30:00,32.9478260869565,12,50,Core,1,1,0,36,36,16,4,1,0,102,0,0,9
12,28.631999999999998,77.24091,09:35:00,33.68,12,50,Core,1,1,0,22,36,28,5,0,1,95,1,0,2
12,28.631999999999998,77.24091,09:40:00,35.246511627907,12,50,Core,1,1,0,25,28,16,4,0,0,84,0,0,11
12,28.631999999999998,77.24091,09:45:00,34.4454545454545,12,50,Core,1,1,0,39,27,28,8,1,0,110,2,0,5
12,28.631999999999998,77.24091,09:50:00,33.68,12,50,Core,1,1,0,40,34,27,14,0,0,125,0,0,10
12,28.631999999999998,77.24091,09:55:00,30.930612244898,12,50,Core,1,1,0,28,27,17,0,1,0,81,0,0,8
12,28.631999999999998,77.24091,10:00:00,33.68,12,50,Core,1,1,0,52,23,24,11,0,0,117,0,0,7
12,28.631999999999998,77.24091,10:05:00,35.246511627907,12,50,Core,1,1,0,56,47,36,9,0,0,161,1,0,12
12,28.631999999999998,77.24091,10:10:00,34.4454545454545,12,50,Core,1,1,0,30,19,8,0,0,0,62,0,0,5
12,28.631999999999998,77.24091,10:15:00,17.8305882352941,12,50,Core,1,1,0,42,50,41,12,0,0,159,0,0,14
12,28.631999999999998,77.24091,10:20:00,36.085714285714296,12,50,Core,1,1,0,33,32,20,9,0,1,109,2,0,12
12,28.631999999999998,77.24091,10:25:00,35.246511627907,12,50,Core,1,1,0,60,33,34,5,0,1,140,0,0,7
12,28.631999999999998,77.24091,10:30:00,36.085714285714296,12,50,Core,1,1,0,38,35,25,12,0,0,119,0,0,9
12,28.631999999999998,77.24091,10:35:00,36.9658536585366,12,50,Core,1,1,0,28,25,14,0,0,0,72,1,0,4
12,28.631999999999998,77.24091,10:40:00,34.4454545454545,12,50,Core,1,1,0,56,31,41,6,0,0,138,1,0,3
12,28.631999999999998,77.24091,10:45:00,35.246511627907,12,50,Core,1,1,0,44,30,30,9,1,0,125,2,1,8
12,28.631999999999998,77.24091,10:50:00,36.9658536585366,12,50,Core,1,1,0,18,16,14,0,0,0,56,0,0,8
12,28.631999999999998,77.24091,10:55:00,35.246511627907,12,50,Core,1,1,0,37,41,44,3,1,0,136,1,0,9
12,28.631999999999998,77.24091,11:00:00,35.246511627907,12,50,Core,1,0,0,60,48,41,7,1,0,160,0,0,3
12,28.631999999999998,77.24091,11:05:00,36.9658536585366,12,50,Core,1,0,0,47,36,29,8,1,1,129,2,0,5
12,28.631999999999998,77.24091,11:10:00,36.9658536585366,12,50,Core,1,0,0,29,32,26,7,0,0,98,0,0,4
12,28.631999999999998,77.24091,11:15:00,36.9658536585366,12,50,Core,1,0,0,60,42,33,9,0,0,148,0,0,4
12,28.631999999999998,77.24091,11:20:00,36.9658536585366,12,50,Core,1,0,0,38,45,31,6,0,0,133,1,0,12
12,28.631999999999998,77.24091,11:25:00,34.4454545454545,12,50,Core,1,0,0,46,32,46,5,1,0,134,0,0,4
12,28.631999999999998,77.24091,11:30:00,36.085714285714296,12,50,Core,1,0,0,90,22,9,0,1,1,128,0,0,5
12,28.631999999999998,77.24091,11:35:00,36.085714285714296,12,50,Core,1,0,0,80,47,55,20,0,2,211,2,0,5
12,28.631999999999998,77.24091,11:40:00,33.68,12,50,Core,1,0,0,31,23,7,1,1,0,66,0,0,3
12,28.631999999999998,77.24091,11:45:00,36.085714285714296,12,50,Core,1,0,0,49,32,38,1,1,0,126,0,1,4
12,28.631999999999998,77.24091,11:50:00,33.68,12,50,Core,1,0,0,55,58,44,9,1,0,171,0,0,4
12,28.631999999999998,77.24091,11:55:00,34.4454545454545,12,50,Core,1,0,0,54,49,42,6,0,0,155,0,0,4
12,28.631999999999998,77.24091,12:00:00,34.4454545454545,12,50,Core,1,0,0,32,33,23,0,1,0,96,0,0,7
12,28.631999999999998,77.24091,12:05:00,35.246511627907,12,50,Core,1,0,0,34,23,28,7,0,0,99,0,0,7
12,28.631999999999998,77.24091,12:15:00,34.4454545454545,12,50,Core,1,0,0,34,53,21,5,0,0,117,1,0,3
12,28.631999999999998,77.24091,12:20:00,33.68,12,50,Core,1,0,0,53,48,36,9,1,1,153,0,1,4
12,28.631999999999998,77.24091,12:25:00,32.246808510638296,12,50,Core,1,0,0,50,66,37,3,1,0,167,0,0,10
12,28.631999999999998,77.24091,12:30:00,32.246808510638296,12,50,Core,1,0,0,30,38,23,5,0,1,104,0,0,7
12,28.631999999999998,77.24091,12:35:00,32.9478260869565,12,50,Core,1,0,0,25,29,21,3,0,1,90,0,0,11
12,28.631999999999998,77.24091,12:40:00,34.4454545454545,12,50,Core,1,0,0,64,61,49,5,0,0,184,1,0,4
12,28.631999999999998,77.24091,12:45:00,33.68,12,50,Core,1,0,0,36,55,39,9,1,0,150,1,0,9
12,28.631999999999998,77.24091,12:50:00,30.930612244898,12,50,Core,1,0,0,40,47,38,3,0,1,139,0,0,10
12,28.631999999999998,77.24091,12:55:00,33.68,12,50,Core,1,0,0,41,43,33,3,1,0,125,0,0,4
12,28.631999999999998,77.24091,13:05:00,35.246511627907,12,50,Core,1,0,0,45,49,39,4,0,2,144,0,0,5
12,28.631999999999998,77.24091,13:10:00,35.246511627907,12,50,Core,1,0,0,35,22,22,4,1,1,90,0,0,5
12,28.631999999999998,77.24091,13:15:00,30.930612244898,12,50,Core,1,0,0,36,54,40,6,1,0,148,0,2,9
12,28.631999999999998,77.24091,13:20:00,35.246511627907,12,50,Core,1,0,0,40,35,30,5,0,0,113,1,1,1
12,28.631999999999998,77.24091,13:25:00,34.4454545454545,12,50,Core,1,0,0,67,53,68,7,0,2,204,0,0,7
12,28.631999999999998,77.24091,13:30:00,35.246511627907,12,50,Core,1,0,0,24,25,40,6,0,0,101,0,1,5
12,28.631999999999998,77.24091,13:35:00,35.246511627907,12,50,Core,1,0,0,36,46,31,4,1,1,124,0,1,4
12,28.631999999999998,77.24091,13:40:00,33.68,12,50,Core,1,0,0,54,52,39,4,0,0,154,0,0,5
12,28.631999999999998,77.24091,13:55:00,33.68,12,50,Core,1,0,0,11,18,9,0,0,0,41,0,0,3
12,28.631999999999998,77.24091,14:00:00,34.4454545454545,12,50,Core,1,0,0,42,63,36,4,1,0,152,0,0,6
13,28.616395,77.240201,08:10:00,28.2731707317073,12,44,Core,1,1,0,40,22,12,2,0,0,81,1,0,4
13,28.616395,77.240201,08:15:00,28.98,12,44,Core,1,1,0,39,19,10,10,0,2,81,1,0,0
13,28.616395,77.240201,08:20:00,28.98,12,44,Core,1,1,0,44,25,16,5,0,1,95,1,1,2
13,28.616395,77.240201,08:25:00,28.2731707317073,12,44,Core,1,1,0,55,27,19,8,0,0,114,0,1,4
13,28.616395,77.240201,08:30:00,27.6,12,44,Core,1,1,0,48,42,10,5,0,0,114,2,2,5
13,28.616395,77.240201,08:35:00,26.9581395348837,12,44,Core,1,1,0,75,33,16,14,1,0,145,0,1,5
13,28.616395,77.240201,08:40:00,25.76,12,44,Core,1,1,0,69,34,9,4,0,0,123,3,0,4
13,28.616395,77.240201,08:45:00,25.76,12,44,Core,1,1,0,97,50,12,5,0,0,171,4,0,3
13,28.616395,77.240201,08:50:00,26.3454545454545,12,44,Core,1,1,0,87,45,17,5,0,0,165,7,0,4
13,28.616395,77.240201,08:55:00,25.2,12,44,Core,1,1,0,83,47,19,6,0,0,165,1,1,8
13,28.616395,77.240201,09:00:00,16.3267605633803,12,44,Core,1,1,0,47,34,17,6,0,0,112,0,0,8
13,28.616395,77.240201,09:05:00,14.49,12,44,Core,1,1,0,140,34,38,12,0,0,233,3,0,6
13,28.616395,77.240201,09:10:00,20.7,12,44,Core,1,1,0,106,47,21,6,1,0,190,1,0,8
13,28.616395,77.240201,09:15:00,21.466666666666697,12,44,Core,1,1,0,148,78,29,3,0,0,273,2,0,13
13,28.616395,77.240201,09:20:00,19.003278688524603,12,44,Core,1,1,0,109,43,18,1,0,0,182,0,0,11
13,28.616395,77.240201,09:25:00,21.466666666666697,12,44,Core,1,1,0,155,60,32,6,1,1,262,2,0,5
13,28.616395,77.240201,09:30:00,19.9862068965517,12,44,Core,1,1,0,96,48,18,8,0,1,176,3,0,2
13,28.616395,77.240201,09:35:00,22.292307692307702,12,44,Core,1,1,0,154,60,32,3,0,0,254,2,1,2
13,28.616395,77.240201,09:40:00,22.292307692307702,12,44,Core,1,1,0,141,58,32,7,0,1,247,0,0,8
13,28.616395,77.240201,09:45:00,17.0470588235294,12,44,Core,1,1,0,152,61,30,3,0,0,249,1,0,2
13,28.616395,77.240201,09:50:00,17.8338461538462,12,44,Core,1,1,0,162,55,51,5,0,0,283,1,0,9
13,28.616395,77.240201,10:00:00,14.49,12,44,Core,1,1,0,199,64,40,6,1,1,317,0,1,5
13,28.616395,77.240201,10:05:00,9.5801652892562,12,44,Core,1,1,0,148,37,41,5,0,1,239,0,0,7
13,28.616395,77.240201,10:10:00,9.74117647058824,12,44,Core,1,1,0,120,39,18,5,0,0,183,0,0,1
13,28.616395,77.240201,10:15:00,12.331914893617,12,44,Core,1,1,0,150,62,44,4,0,0,264,0,0,4
13,28.616395,77.240201,10:20:00,13.4790697674419,12,44,Core,1,1,0,235,51,59,12,0,1,363,1,1,3
13,28.616395,77.240201,10:25:00,15.0545454545455,12,44,Core,1,1,0,159,47,28,1,0,0,235,0,0,0
13,28.616395,77.240201,10:30:00,11.04,12,44,Core,1,1,0,164,45,42,3,0,0,256,0,2,0
13,28.616395,77.240201,10:35:00,11.8285714285714,12,44,Core,1,1,0,191,58,32,5,0,1,291,0,0,4
13,28.616395,77.240201,10:40:00,15.252631578947401,12,44,Core,1,1,0,159,57,33,4,0,0,255,1,0,1
13,28.616395,77.240201,10:45:00,15.252631578947401,12,44,Core,1,1,0,153,73,35,2,0,0,267,0,0,4
13,28.616395,77.240201,10:50:00,17.8338461538462,12,44,Core,1,1,0,124,59,46,5,1,0,243,1,1,6
13,28.616395,77.240201,10:55:00,14.49,12,44,Core,1,1,0,130,53,31,2,1,1,222,1,1,2
13,28.616395,77.240201,11:00:00,16.56,12,44,Core,1,0,0,85,46,24,8,0,1,167,0,0,3
13,28.616395,77.240201,11:05:00,12.075,12,44,Core,1,0,0,148,63,48,7,0,1,271,0,1,3
13,28.616395,77.240201,11:10:00,12.6,12,44,Core,1,0,0,122,42,26,0,0,0,193,2,0,1
13,28.616395,77.240201,11:15:00,19.003278688524603,12,44,Core,1,0,0,127,38,36,6,2,0,211,1,0,1
13,28.616395,77.240201,11:20:00,18.4,12,44,Core,1,0,0,89,50,40,1,2,0,186,0,3,1
13,28.616395,77.240201,11:25:00,20.3368421052632,12,44,Core,1,0,0,100,57,41,7,0,0,209,0,1,3
13,28.616395,77.240201,11:30:00,19.9862068965517,12,44,Core,1,0,0,110,63,37,5,0,1,223,1,1,5
13,28.616395,77.240201,11:35:00,21.466666666666697,12,44,Core,1,0,0,139,52,38,2,0,0,234,1,0,2
13,28.616395,77.240201,11:45:00,20.7,12,44,Core,1,0,0,104,32,37,3,0,0,180,0,0,4
13,28.616395,77.240201,11:50:00,22.292307692307702,12,44,Core,1,0,0,77,50,26,4,0,0,160,0,0,3
13,28.616395,77.240201,11:55:00,23.657142857142897,12,44,Core,1,0,0,86,62,39,4,0,0,193,0,1,1
13,28.616395,77.240201,12:00:00,22.292307692307702,12,44,Core,1,0,0,71,58,34,7,0,0,173,0,1,2
13,28.616395,77.240201,12:05:00,23.184,12,44,Core,1,0,0,103,45,37,8,0,0,197,0,1,3
13,28.616395,77.240201,12:10:00,24.15,12,44,Core,1,0,0,111,34,44,3,1,0,200,2,0,5
13,28.616395,77.240201,12:15:00,22.729411764705898,12,44,Core,1,0,0,101,51,24,0,1,0,184,0,1,6
13,28.616395,77.240201,12:20:00,24.15,12,44,Core,1,0,0,91,53,28,7,0,1,183,0,0,3
13,28.616395,77.240201,12:25:00,24.663829787234,12,44,Core,1,0,0,134,66,54,5,0,1,261,0,0,1
13,28.616395,77.240201,12:30:00,22.292307692307702,12,44,Core,1,0,0,88,43,24,2,0,0,162,0,0,5
13,28.616395,77.240201,12:35:00,25.2,12,44,Core,1,0,0,94,55,26,4,0,1,186,1,3,2
13,28.616395,77.240201,12:40:00,22.292307692307702,12,44,Core,1,0,0,102,35,32,6,0,1,178,1,0,1
13,28.616395,77.240201,12:45:00,20.3368421052632,12,44,Core,1,0,0,99,57,31,2,1,0,193,0,0,3
13,28.616395,77.240201,12:50:00,23.184,12,44,Core,1,0,0,98,47,42,6,1,0,198,1,0,3
13,28.616395,77.240201,12:55:00,21.076363636363602,12,44,Core,1,0,0,102,48,33,3,0,3,189,0,0,0
13,28.616395,77.240201,13:00:00,21.871698113207504,12,44,Core,1,0,0,105,62,29,5,0,1,204,0,0,2
13,28.616395,77.240201,13:05:00,20.7,12,44,Core,1,0,0,79,61,34,4,2,0,185,0,1,4
13,28.616395,77.240201,13:10:00,16.56,12,44,Core,1,0,0,61,46,26,7,0,0,145,0,1,4
13,28.616395,77.240201,13:15:00,19.9862068965517,12,44,Core,1,0,0,77,53,35,5,1,2,178,0,0,5
13,28.616395,77.240201,13:25:00,19.003278688524603,12,44,Core,1,0,0,73,48,41,6,0,1,174,0,0,5
13,28.616395,77.240201,13:30:00,21.076363636363602,12,44,Core,1,0,0,65,63,22,2,0,1,155,0,0,2
13,28.616395,77.240201,13:35:00,22.292307692307702,12,44,Core,1,0,0,77,47,30,6,1,1,163,0,0,1
13,28.616395,77.240201,13:40:00,22.292307692307702,12,44,Core,1,0,0,90,58,36,4,1,0,193,0,0,4
13,28.616395,77.240201,13:45:00,23.184,12,44,Core,1,0,0,65,69,27,4,0,3,168,0,0,0
13,28.616395,77.240201,13:50:00,22.292307692307702,12,44,Core,1,0,0,79,66,48,1,0,0,197,0,0,3
13,28.616395,77.240201,13:55:00,23.657142857142897,12,44,Core,1,0,0,77,57,26,0,1,1,164,0,0,2
13,28.616395,77.240201,14:00:00,23.184,12,44,Core,1,0,0,62,33,25,5,0,0,126,1,0,0
15,28.623871,77.212055,08:10:00,33.492857142857105,12,45,Core,1,1,0,78,40,39,13,2,0,177,2,0,3
15,28.623871,77.212055,08:15:00,32.905263157894694,12,45,Core,1,1,0,97,36,27,3,0,0,171,1,0,7
15,28.623871,77.212055,08:20:00,34.7333333333333,12,45,Core,1,1,0,88,48,25,7,1,0,173,0,0,4
15,28.623871,77.212055,08:25:00,32.3379310344828,12,45,Core,1,1,0,80,42,30,2,3,0,160,1,0,2
15,28.623871,77.212055,08:30:00,36.7764705882353,12,45,Core,1,1,0,83,68,43,10,0,0,206,1,0,1
15,28.623871,77.212055,08:35:00,32.905263157894694,12,45,Core,1,1,0,109,56,46,8,2,0,226,0,0,5
15,28.623871,77.212055,08:40:00,29.7714285714286,12,45,Core,1,1,0,136,72,36,13,2,0,268,1,0,8
15,28.623871,77.212055,08:45:00,29.7714285714286,12,45,Core,1,1,0,139,86,34,5,1,1,282,2,0,14
15,28.623871,77.212055,08:50:00,29.7714285714286,12,45,Core,1,1,0,132,66,53,6,0,0,265,4,0,4
15,28.623871,77.212055,08:55:00,30.251612903225798,12,45,Core,1,1,0,145,84,49,6,2,1,298,1,0,10
15,28.623871,77.212055,09:00:00,24.046153846153803,12,45,Core,1,1,0,191,102,73,6,0,0,378,0,0,6
15,28.623871,77.212055,09:05:00,30.7475409836066,12,45,Core,1,1,0,150,90,57,9,1,0,313,2,0,4
15,28.623871,77.212055,09:10:00,28.8553846153846,12,45,Core,1,1,0,127,122,80,5,1,1,338,0,0,2
15,28.623871,77.212055,09:15:00,16.8972972972973,12,45,Core,1,1,0,126,89,44,6,0,0,277,2,0,10
15,28.623871,77.212055,09:20:00,26.4169014084507,12,45,Core,1,1,0,161,99,85,8,1,2,363,1,0,6
15,28.623871,77.212055,09:25:00,16.4526315789474,12,45,Core,1,1,0,153,109,46,7,0,0,322,2,0,5
15,28.623871,77.212055,09:30:00,22.0658823529412,12,45,Core,1,1,0,144,114,79,5,0,1,349,1,0,5
15,28.623871,77.212055,09:35:00,28.8553846153846,12,45,Core,1,1,0,128,112,57,6,1,4,311,1,0,2
15,28.623871,77.212055,09:40:00,19.336082474226803,12,45,Core,1,1,0,140,78,75,8,1,1,310,1,0,6
15,28.623871,77.212055,09:45:00,13.4935251798561,12,45,Core,1,1,0,116,84,45,8,0,2,258,0,0,3
15,28.623871,77.212055,10:05:00,11.367272727272699,12,45,Core,1,1,0,91,70,52,6,1,4,229,3,0,2
15,28.623871,77.212055,10:10:00,15.125806451612899,12,45,Core,1,1,0,123,107,55,8,0,2,299,0,0,4
15,28.623871,77.212055,10:15:00,19.138775510204102,12,45,Core,1,1,0,138,97,72,5,1,2,321,1,0,5
15,28.623871,77.212055,10:20:00,22.5975903614458,12,45,Core,1,1,0,124,83,54,8,3,1,278,2,0,3
15,28.623871,77.212055,10:25:00,23.445,12,45,Core,1,1,0,95,77,44,11,0,2,234,0,0,5
15,28.623871,77.212055,10:30:00,25.008000000000003,12,45,Core,1,1,0,102,83,71,10,2,2,274,2,0,2
15,28.623871,77.212055,10:35:00,23.1555555555556,12,45,Core,1,1,0,112,86,47,10,1,2,261,1,0,2
15,28.623871,77.212055,10:40:00,27.1826086956522,12,45,Core,1,1,0,124,71,61,12,1,3,275,2,0,1
15,28.623871,77.212055,10:45:00,31.7898305084746,12,45,Core,1,1,0,111,62,48,5,1,2,234,1,0,4
15,28.623871,77.212055,10:50:00,34.101818181818196,12,45,Core,1,1,0,110,80,53,6,0,1,256,0,0,6
15,28.623871,77.212055,10:55:00,25.008000000000003,12,45,Core,1,1,0,94,71,50,10,1,0,231,0,0,5
15,28.623871,77.212055,11:00:00,25.693150684931503,12,45,Core,1,0,0,116,74,45,5,0,3,245,1,0,1
15,28.623871,77.212055,11:05:00,26.4169014084507,12,45,Core,1,0,0,100,64,52,8,2,1,232,1,0,4
15,28.623871,77.212055,11:10:00,20.1677419354839,12,45,Core,1,0,0,121,79,42,7,2,0,260,1,0,8
15,28.623871,77.212055,11:15:00,31.26,12,45,Core,1,0,0,87,76,58,2,3,1,229,0,1,1
15,28.623871,77.212055,11:20:00,21.5586206896552,12,45,Core,1,0,0,106,73,57,2,1,0,243,1,0,3
15,28.623871,77.212055,11:25:00,26.05,12,45,Core,1,0,0,112,60,68,1,2,2,248,1,0,2
15,28.623871,77.212055,11:30:00,12.339473684210502,12,45,Core,1,0,0,107,67,56,3,0,0,236,0,0,3
15,28.623871,77.212055,11:35:00,24.046153846153803,12,45,Core,1,0,0,85,69,43,6,2,3,213,0,0,5
15,28.623871,77.212055,11:40:00,28.4181818181818,12,45,Core,1,0,0,109,82,43,6,1,1,244,0,0,2
